10:47:55.162 [] [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.3.Final
10:48:03.386 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin getPrivateKey() with Data Payment Request: PaymentRequest(apiID=Restpayment, mobile=0345255630, bankCode=BIDV, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=16feb4147a4173657687f82a14a3afddd07ce6e03064d14d08e333dde9df1b8d, orderCode=FT19310RH6P1, userName=cntest001, realAmount=11100.0, promotionCode=11, tokenKey=1601353776839FT1931dsfdsfsdf0dfdsfsdrh6P17)
10:48:03.388 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - End getPrivateKeyByBankCode() Have Bank Code in YAML file
10:48:03.388 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - End getPrivateKeyByBankCode() Have Bank Code in YAML file
10:48:03.388 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl -  Begin checkSumSHA256() with data payment request PaymentRequest(apiID=Restpayment, mobile=0345255630, bankCode=BIDV, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=16feb4147a4173657687f82a14a3afddd07ce6e03064d14d08e333dde9df1b8d, orderCode=FT19310RH6P1, userName=cntest001, realAmount=11100.0, promotionCode=11, tokenKey=1601353776839FT1931dsfdsfsdf0dfdsfsdrh6P17)
10:48:03.388 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl -  Begin checkSumSHA256() with data payment request PaymentRequest(apiID=Restpayment, mobile=0345255630, bankCode=BIDV, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=16feb4147a4173657687f82a14a3afddd07ce6e03064d14d08e333dde9df1b8d, orderCode=FT19310RH6P1, userName=cntest001, realAmount=11100.0, promotionCode=11, tokenKey=1601353776839FT1931dsfdsfsdf0dfdsfsdrh6P17)
10:48:03.389 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin getStringToHash with data PaymentRequest PaymentRequest(apiID=Restpayment, mobile=0345255630, bankCode=BIDV, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=16feb4147a4173657687f82a14a3afddd07ce6e03064d14d08e333dde9df1b8d, orderCode=FT19310RH6P1, userName=cntest001, realAmount=11100.0, promotionCode=11, tokenKey=1601353776839FT1931dsfdsfsdf0dfdsfsdrh6P17)
10:48:03.389 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin getStringToHash with data PaymentRequest PaymentRequest(apiID=Restpayment, mobile=0345255630, bankCode=BIDV, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=16feb4147a4173657687f82a14a3afddd07ce6e03064d14d08e333dde9df1b8d, orderCode=FT19310RH6P1, userName=cntest001, realAmount=11100.0, promotionCode=11, tokenKey=1601353776839FT1931dsfdsfsdf0dfdsfsdrh6P17)
10:48:03.390 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - Private key: jjjjjjjj
10:48:03.390 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - Private key: jjjjjjjj
10:48:03.390 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - End getStringToHash success
10:48:03.390 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - End getStringToHash success
10:48:03.391 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl -  SHA256 from request: [16feb4147a4173657687f82a14a3afddd07ce6e03064d14d08e333dde9df1b8d] 
10:48:03.391 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl -  SHA256 from request: [16feb4147a4173657687f82a14a3afddd07ce6e03064d14d08e333dde9df1b8d] 
10:48:03.391 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - checkSumSHA256() Checksum success
10:48:03.391 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - checkSumSHA256() Checksum success
10:48:03.391 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin setDataToRedis with data PaymentRequest(apiID=Restpayment, mobile=0345255630, bankCode=BIDV, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=16feb4147a4173657687f82a14a3afddd07ce6e03064d14d08e333dde9df1b8d, orderCode=FT19310RH6P1, userName=cntest001, realAmount=11100.0, promotionCode=11, tokenKey=1601353776839FT1931dsfdsfsdf0dfdsfsdrh6P17) 
10:48:03.391 [] [http-nio-8080-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin setDataToRedis with data PaymentRequest(apiID=Restpayment, mobile=0345255630, bankCode=BIDV, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=16feb4147a4173657687f82a14a3afddd07ce6e03064d14d08e333dde9df1b8d, orderCode=FT19310RH6P1, userName=cntest001, realAmount=11100.0, promotionCode=11, tokenKey=1601353776839FT1931dsfdsfsdf0dfdsfsdrh6P17) 
